,word,freq
2235,acted,11
1191,sharp,11
1294,she’s,11
4605,absorbed,11
5918,supposed,11
5923,lingered,11
6518,including,11
2385,not?”,11
4427,situation,11
2515,grown,11
6267,private,11
3825,here?”,11
2728,burst,11
301,ideas,11
1971,gown,11
9810,mary’s,11
3550,remorse,11
4751,bless,11
1148,dependent,11
2929,housekeeper,11
10133,void,11
2349,breeze,11
1987,assured,11
1733,mental,11
4704,respect,11
2013,dangerous,11
3687,“just,11
6170,hopes,11
3251,admit,11
825,strangely,11
491,note,11
2423,pang,11
5227,childhood,11
1921,nerves,11
852,gate,11
4311,“can,11
7586,him?”,11
4715,recalled,11
6287,track,11
5156,graceful,11
1919,horror,11
4239,trying,11
6186,elapsed,11
4714,ignorant,11
2607,ventured,11
4897,solace,11
3579,pardon,11
5184,busy,11
2561,tastes,11
6802,require,11
4654,neat,11
5436,yield,11
832,rock,11
4789,higher,11
619,discover,11
2841,spend,11
4822,delay,11
3897,fashion,11
1230,sensible,11
8890,principles,11
2458,makes,11
14670,o’,11
1861,troubled,11
2459,miserable,11
4824,struggle,11
4108,suited,11
4112,precisely,11
2851,hastily,11
3315,pupils,11
5027,disappointment,11
4164,commenced,11
3130,respecting,11
3428,scorn,11
2536,grow,11
4513,expecting,11
3424,thoroughly,11
9951,desk,11
3077,directly,11
3420,clever,11
8372,fallen,11
3386,prayer,11
128,public,11
1446,chambers,11
1260,“take,11
2690,desired,11
3478,hers,11
1567,involuntarily,11
5079,shocked,11
155,unknown,11
5814,willing,11
3399,seven,11
1433,square,11
3158,shake,11
1250,parted,11
8469,resolute,11
12128,marsh,11
4977,lowton,11
1495,chill,11
7625,et,11
3410,regular,11
6655,superior,10
7251,custom,10
3625,wretched,10
2892,“good,10
3262,dislike,10
1152,beg,10
724,wildly,10
1349,attached,10
16,anywhere,10
2790,proved,10
1893,endeavoured,10
3582,instinct,10
2576,sing,10
5956,region,10
4558,trace,10
7418,“thank,10
1994,condition,10
6621,knitting,10
3601,frock,10
4664,sees,10
2961,treasure,10
4288,"it,”",10
3633,compared,10
5277,separate,10
273,mistaken,10
2849,dull,10
4445,ceremony,10
1210,aloud,10
3411,eyebrows,10
4383,answers,10
8243,consent,10
4633,“yet,10
6074,possess,10
1854,treated,10
8468,restless,10
13927,associated,10
6516,mantelpiece,10
6031,faith,10
5459,“mrs,10
4591,lately,10
2217,closely,10
4596,feverish,10
433,working,10
7001,contrast,10
7548,pavement,10
9344,imagine,10
1238,frantic,10
7035,consequence,10
2918,justice,10
6007,calmly,10
1946,me!”,10
1209,declared,10
2204,plate,10
3265,carefully,10
5978,dreaded,10
1959,disgust,10
686,double,10
5342,promised,10
1815,buried,10
6848,born,10
2258,savage,10
696,panes,10
5624,murmur,10
4544,tear,10
2506,relations,10
1277,beside,10
15339,fee,10
7575,beheld,10
4277,connection,10
1018,lineaments,10
2654,responded,10
7127,curious,10
2778,usually,10
2649,sighed,10
8863,benefit,10
